order_id,payment_sequential,payment_type,payment_installments,payment_value
ac14a1a3d8c2b071a150eb2990b5ecd8,1,credit_card,2,49.77
dd3d73f70b77e2a07f64360620621ca4,1,credit_card,5,262.94
e6e5431f5c825cde6802af0f30bd8eaf,1,credit_card,2,373.44
5fcbedfee2eec6f8ecdcac610148b4c3,1,credit_card,2,29.38
1662797f04736ea5acb5de67d5672fcc,1,credit_card,1,74.29
aa7565b87e9b5f1ecf8b8ea7f745899c,1,credit_card,7,70.72
9b871ac52352fe5c58010cad01550b6c,1,credit_card,3,340.47
2f54d4ac9b0df5774cfa7c1250c4750a,1,credit_card,2,28.08
774b04fe6502917d1952476fd1f3dd60,1,credit_card,1,67.83
41c7307fb0238baabade48573331cb55,1,credit_card,2,59.82
9da388551ea23281b9bb4cbf12376992,1,credit_card,4,42.77
92295e7114a22f7180b04673e44cda17,1,credit_card,8,453.74
aa04ee4542e835a3e6f4da876dc654c6,1,credit_card,1,19.33
73eedc4ca4a789813a63fe30856c805f,1,boleto,1,85.92
54b73f808b0ff25da4276773c30ac269,1,credit_card,4,105.28
16e62e9da7d33d61b6f26ccf68bc962c,1,boleto,1,415.93
f5b3d7bf340b33e9fac5e7f314525614,1,credit_card,2,116.36
347610961383f5990e1d0ce3fd0afa5a,1,credit_card,6,314.3
7f058780efeab68414ecad1c0c43d0c0,1,credit_card,8,396.35
900fac51d850dfc38fceb9c413441c67,2,debit_card,1,98.33
407408433ee2a9ed77984aa5a06e2b2e,1,credit_card,1,76.17
84e18f4b5b541150af97e94f3cc0b2a7,1,credit_card,8,82.1
7c95572fd6e7e0ab8b88b00fd8c70716,1,boleto,1,53.39
48ab980d180764382cfa411d2fb63dc0,1,boleto,1,86.83
2299befc86b7b31fc23dcba911582355,1,credit_card,1,25.5
197be0df90e5b459a14669e32c8ce1ff,1,credit_card,6,114.28
219fda9e83f9a3ac8e1baa10d6cc6366,1,boleto,1,40.01
174fb39de9de15c80ea4076ba0cb6c83,1,boleto,1,93.91
539a1383b0bd9b963044945e607f1aca,1,credit_card,3,188.06
9c54a1816e487456bb7eb5082b9823ff,1,credit_card,1,2.01
4c217e3cc24f803307dea7d619377def,1,boleto,1,86.37
4197f94f8bddd171804b1360fa78d368,1,credit_card,1,47.95
e1edd95bfd88243a6d6b774d8aefe535,1,credit_card,4,181.59
972c2e78e9af23a750a48184aadfca4d,1,credit_card,3,51.09
360787554f41824600bdcba9687cd4f0,1,credit_card,3,1783.44
d022bdad33a575ca5edb8c4d51e44310,1,boleto,1,70.03
4f54cd2c8e8986790a962e3657390e1d,1,credit_card,1,64.01
c51937c0ea3f397cbf08be8fbdce3730,1,credit_card,6,148.18
b9a089706e16d5490f7a2feb363e32e9,1,boleto,1,149.42
6902f0d9d7309f56f50b8713c3b6a4de,1,boleto,1,66.69
0132158c30672a8c52997a2492613ec2,1,credit_card,8,413.31
9b92d4432c1758cd4215f3fdb1d623a3,1,credit_card,4,186.36
d6b7fe0100a5ed0711d0682fc1ed7819,1,credit_card,3,165.22
fb8d6e92e3a08fe6485d4fb08d23ae0e,1,credit_card,1,21.04
9c0bd8cd0fc8231ed50c066058917360,1,credit_card,2,132.68
2f92b812fd7c7df5b629833c484cdf1d,1,credit_card,1,61.36
c74e4862507efb811471cd922e6f3529,1,credit_card,5,365.32
710770cfb61b2c43a091ab2c7b89a921,1,credit_card,6,65.11
524ea0422eabccf15e4af385f6b153d6,1,credit_card,1,36.59
4a686b47e7eecbd136617bf8ae7c9af4,2,voucher,1,20.0
6e60346a3ee3876c1e4bc89c597ffcb8,1,credit_card,2,123.59
3d965a3a3a9aae822a8f40ddf0184df1,1,credit_card,1,85.81
42ee4f991900767ba353278c7c4f4df3,1,credit_card,1,149.54
c124b224a2727ecb4e7c9a378a936d0d,1,credit_card,6,86.06
64c9c64b12678438c07b5ec6cc785976,1,credit_card,1,33.1
5a359fd847978055438c2563b425d343,1,credit_card,3,191.93
9dece38ba34c2b0050efef28e85d7bde,1,credit_card,1,32.72
a0f3677ac2cfd35a8d76f4a26fb29a95,1,credit_card,7,144.8
fc6e9a6cd6985d3d454cccfdfdf66931,2,voucher,1,103.59
be8ab651d9a385206918a02d21d0cc33,1,boleto,1,130.6
4e27ad7f1a6821ceddc8442eb1875014,1,credit_card,1,69.67
04031f8b12339dcc12fa340fe96f00a6,1,credit_card,2,70.97
8ec26dd02af502c1a8210efc0bb02c0a,1,credit_card,4,75.4
dc282855b102a2d5cffe41332d73c196,1,credit_card,1,71.14
e08878ad70acad81d0e90f59e56ce9a6,1,credit_card,1,84.79
2fd35ca971609b8f8f878d87262e6fbd,1,boleto,1,50.1
e95a9cf427d600b905017685d47e21cb,1,credit_card,4,81.47
2bdd95b017c58f97f4e735116e778d28,1,boleto,1,250.04
ab23407c84b934f452124bc5b5453123,1,credit_card,3,97.79
e7fbf44c317d9ac6b87b0330fed92f1b,1,boleto,1,40.53
73612117a85e3e65d7ac69f7e5df1540,1,credit_card,6,97.23
42ed2aeb956c92e3c3bb6933ecea1d89,1,credit_card,6,159.39
7cb67275a494651008ed5b1f0353ddce,1,boleto,1,88.54
cad2acef57f845758b7d0da4ee76a3e1,1,credit_card,3,276.44
2d0da8435c6493de84783c21578638aa,1,credit_card,7,76.08
71e46015f37d1839f5feacddea47add2,1,credit_card,3,73.61
811acfa349a56222b8ca357b548123bb,1,credit_card,3,84.52
09249f4625a56408772a45322aadd544,1,credit_card,8,138.84
98f0e2b0d85754ca3b4e06d70f0f63a2,2,credit_card,2,70.0
ce4c70f737d1a9edba23290f6031d076,1,boleto,1,117.38
6cc24bf6c628c261d2f9f0f7eef52a93,1,credit_card,2,159.8
608570b95a49743971fb82089b960070,3,voucher,1,12.29
b7a098563d93a0a1f918772c24ca3831,1,credit_card,3,172.29
ba254174e8ca271319fbd168acd8684d,1,credit_card,8,126.3
65a94ea3c1392f150ad232c92d64c3f8,1,credit_card,2,63.7
1207b88243115c9eafb9931bc2d0b59d,1,credit_card,2,133.05
dcb0beba69129b3cb15757a33bc9dce9,1,debit_card,1,77.42
5308fdab519f7478ef64894128fbbee4,1,credit_card,1,36.07
7e54f2e2af1f04c407423998a9812c73,1,credit_card,1,92.8
aa466a92af916f9f68e56fce7d3a21b1,1,credit_card,1,159.07
a43482a55cc8d11f47b25992831a794f,1,credit_card,2,154.38
3afe0a2538a748619bef413a2699533c,1,credit_card,4,318.17
161328407c259af79c57891e951b3406,1,boleto,1,33.1
059d893dde97f787f2f608d5a5d13e0b,1,boleto,1,61.94
80271f9179f6d8df256f964fc2cc1c6a,1,credit_card,1,8.16
d7902cb5d7fd1f143aff7375644c6d7a,1,credit_card,2,65.05
80d9c03bcaef317e3d2ad8d6fe48538d,1,credit_card,3,151.83
a56e517e3e85ada615daf2270c2a9c48,1,credit_card,6,166.41
93d16f5ff7e2ae4320139a6faf1a2716,1,credit_card,1,35.77
0a1a904fb2f51218c9c7ce314190de36,1,credit_card,2,115.9
790e0b2139af1d5c7719c82db89f56d1,1,credit_card,1,36.61
6ad57aecbae806a7e9cc2cdb6b380711,1,credit_card,2,161.47
a41753c6a1d8accb89732e36243432d7,1,credit_card,3,45.69
da7b8d3f7de2b64a8d4f6d59b36159a7,1,credit_card,3,88.72
3957b45bce42070cac232014ad4d001b,2,voucher,1,250.0
0bfa8870838091fe8171ed69f6b89fee,1,credit_card,1,64.86
cdba3ddb2a93c5bb758212a2114cab97,1,credit_card,1,35.01
3818ab6e31e399088ce955019f85f7d9,1,credit_card,10,639.52
9b434ff82e1cc10e25641256b7ec7b15,1,credit_card,8,91.18
2b8e4a06dca9d5c4071575613d7a5037,1,boleto,1,44.34
c7a01909a06bdf140604711177208036,1,debit_card,1,146.13
2c0e90a2bdcffa59af23fe752aa40541,1,boleto,1,218.27
3ff5709e1eed2f4bf1cfdccaf65c6337,1,boleto,1,202.5
eca3005a4f60ceb77b67a30b74095ddf,2,credit_card,1,3.99
1767c122a3ee029a66f97b74a2538d2e,1,credit_card,1,119.84
80d49171762a51f500bf6b774aa24617,1,credit_card,1,2787.87
4c7ee4e8074ee13226ddac13d14b0989,1,credit_card,5,89.56
41d5636cfaa3b8436beab84388cf73d0,1,credit_card,1,171.69
94a01dd9a6fd7d30b879bd61b85a1c00,1,credit_card,9,94.3
069d921a767dfeb76fb4a7f39bc4217c,1,credit_card,1,158.21
621e3ac1e934f773b4db54dbaa49edab,1,boleto,1,95.84
2cfc79d9582e9135c0a9b61fa60e6b21,1,voucher,1,79.56
8908c3c6b8591a4d779bc5a4abf4f951,1,voucher,1,44.55
cf40f4e7a565c0a50f13f0d95f3f3cc0,1,boleto,1,45.89
e715706f59e1a868d0a2e36af571a899,1,voucher,1,191.09
04f1827088d972a62224f5203a071500,1,credit_card,10,178.06
693868f7e2e4ec2b5d0f1f35daee6917,1,credit_card,6,65.0
6ed3f553337457d7804e8c39b580ce89,1,credit_card,10,113.62
7fa917593c3ed7bd80f35dcb6e1aefbb,1,credit_card,1,44.38
e84303628aff310abc4a515e1883e4f0,1,credit_card,3,117.57
b48ac51be3a49fb7eeaec899f9841944,1,credit_card,1,131.64
a05d9f0572c423875de7dd4d2c24e34a,1,credit_card,5,63.07
2222dbaded2c9c8406d1cbdeae118948,1,credit_card,1,37.96
02b939dcd55f2b17680e10690deb08b5,1,credit_card,4,176.16
82df1040816137c724988769a4370203,1,credit_card,1,131.44
071d86b8fc66cad2d0bb93775be89392,1,credit_card,5,103.15
033e33708df28579692a3d19492c6553,1,credit_card,1,145.57
553901a853048dcd33ec8de19f90c5d0,1,credit_card,3,73.25
ad133696906f6a78826daa0911b7daec,1,credit_card,8,219.4
91d0935ba0d6f6300d7f5af5f2eb05ce,1,credit_card,3,35.0
a3a97bc6e236d5351537c8f466c34dad,3,voucher,1,6.67
5c83723b6467f6729e47c640005cd148,1,credit_card,5,51.33
0d9df4f2f2ff31254428de406416328c,1,credit_card,1,29.91
cf223cd5f53b6a5986f1ef788d3e9e83,1,credit_card,5,141.11
98fe01bc254b759c1f2c11d77c2891d5,1,voucher,1,150.0
caad8650d057e45848943e18ad94ad73,1,credit_card,1,131.62
a0ce637ae9c3e3dedcf9dea3715b7331,1,credit_card,5,143.04
a88a37e74e1ba099e646450f9f0d1762,1,credit_card,6,175.03
fe642627ef34edffd9e897365f2d0449,1,credit_card,2,63.74
8e084e8efad16f27d7f26e71af985ce2,1,credit_card,8,181.4
aef85868b291058edac07999dfc93307,1,credit_card,1,99.2
59d02be1c50fb6e6930cafd6ff6a31e5,7,voucher,1,20.0
6d9e993faed56b20fe3f762fd8bbf24f,1,credit_card,2,64.04
7edf26c8a1e67ce26c2d1457302bd03e,1,credit_card,3,72.02
88fee4747e42f5d4b4bdbf2a730d6e2a,1,credit_card,10,182.29
b170f1243a620b65504157b83f69a2e0,1,credit_card,3,80.15
e54493dea108e0cb48f3571e1249d418,1,credit_card,1,111.98
6a4b27f33e33875ed99945d3e271698e,1,credit_card,7,372.27
68ebdf4ab83f4db8218e13350dca6bcd,1,credit_card,8,228.24
e47a63ad65b54953702eae37cb14632b,3,voucher,1,20.0
10224c72b9364fe2d0608e92ae535f88,1,credit_card,1,78.2
0f3f49e2316b72f49e23fea6ffaa2371,1,debit_card,1,24.28
dcaa8a5fd8f675e791daccbbbc9caf11,1,credit_card,1,4.15
35546dd6349a2065ed8ac6ffbd2b7aba,1,boleto,1,352.95
72b02234375680d174bc9fecfb0fd9fe,2,voucher,1,29.87
d7455c47afd27f9cc57ca0cc96b9cdd1,1,credit_card,7,436.25
13e46245791ac3c971ba82ef45a1a280,1,credit_card,3,58.37
f002422b59aa21ebc2c12136d1ab4019,1,boleto,1,82.12
b2a33016c177ab9b6f09ca324bb26ec6,1,credit_card,6,287.96
ccf15697e8a9c460dd3bab4f04270c9b,1,credit_card,4,241.61
173cd9df6006351e8e5151ea0f400bd3,1,credit_card,2,257.29
8337da5abde9a018a9ab51bf20aee333,1,credit_card,4,197.69
0bd8de09c6bb3ea2457b00aef3b682d1,1,credit_card,7,77.89
821a1e7c9755a640a28554e2d777df92,1,credit_card,4,151.96
895b3de213f9fd7efb2f3896bf21babf,1,credit_card,6,343.85
54e21f5480d90336080ff89ec1ba503e,1,boleto,1,67.14
e04abd8149ef81b95221e88f6ed9ab6a,1,boleto,1,349.01
620b5f7f730ead80c8dba1202716a29f,6,voucher,1,9.39
93dbea6be0ad39924a14fe9360679560,1,credit_card,1,46.53
1422a4b4a2aa8b66fd49ff5557200b42,1,credit_card,10,924.12
6f791d3c2f75ec3ec0e97decd281b0f3,1,credit_card,8,570.94
8d9c47d02bd99ae8d7dd151ededa9281,1,credit_card,2,415.97
c063af469224d02e7e9bcb0b1e46583c,2,voucher,1,20.0
4eeb7a26bd818dca75553383c9ef857c,1,credit_card,1,64.09
683bf306149bb869980b68d48a1bd6ab,1,credit_card,1,8.58
55ab3650a53071b34253bdcada9e584b,1,credit_card,1,40.76
6a1dff28da32815c94da401e19d2a7f8,1,credit_card,1,40.96
a8bea4f26eec48abe4e6fb0e6a35f7ea,1,credit_card,1,188.73
468c2f34312a6d270a20c7aef082041c,1,credit_card,5,51.0
316495342fc714e50303c6cf4feea79f,1,credit_card,4,48.68
beca5b5e9460824d84352c01cb89b421,1,credit_card,2,239.5
7a728c0fe2dd475aabd244294168bc39,1,credit_card,2,117.26
12950f3d9bc12065fc5da141faab5780,1,credit_card,1,103.82
106035bdd659c0a04d902135f4559663,1,credit_card,1,123.52
423bacebe695187f7c0f4c416adf5a37,1,credit_card,5,73.38
e8c2e13dbaea9f65abb449dc65d6e883,1,boleto,1,181.57
bddbca2d48a961d74fe81de8febf9a73,1,credit_card,5,180.49
899f386e0652a9e159d00cbe97836be3,1,boleto,1,37.94
03eae39a27aeab0f8c9ad5b84555a6d1,1,credit_card,1,60.63
b0afae22d864d70e1af1d87a017c71d0,1,credit_card,5,174.52
f81bd34ec4dd1f36d89fe966cf87c4d7,1,credit_card,1,46.33
d56851f342ee399d61852bdcd356a663,1,credit_card,1,187.87
47b04efea2b87358b63ecb45b93ead7e,1,credit_card,1,624.59
a971cf0a515e6051941bd05ff3efc0d7,1,credit_card,5,102.27
90b0ca32bb968251ac0b7eeb5393b7fe,1,boleto,1,146.68
a42e0d143aa73cfc5268d6756f36e7cf,1,boleto,1,24.09
1d671f4aa75c57086215073b775c7f41,1,credit_card,1,57.8
c5ed4a55e251ad5ceeb15a399999516d,1,boleto,1,44.09
7ebe19943d85e81a7b0eb108681276b7,1,credit_card,8,211.94
4ef2dc299b0885933a8773c1aa3656ae,1,boleto,1,88.72
414fe5cf5ccc8afed3c265aede6cc37d,1,credit_card,4,65.99
753276a5b8f820bbd0000f93b319bc0c,1,boleto,1,65.11
49db7943d60b6805c3a41f5474772a09,1,credit_card,3,125.94
1355bd6c7fa80ea43bdecab48ff8052c,1,credit_card,1,85.15
7249fd69ae42373a6a357567e41ecc57,1,credit_card,1,110.7
a8017b769d03b3474d5869b0dacf5f7a,1,voucher,1,114.44
7209ce21354cff1e1957b42ea0a76cd1,1,credit_card,8,162.65
c5ddf6be2ae50588b29222f7b1fd84aa,1,credit_card,1,67.44
34df7484b616fc09350bd58d5abd1355,1,credit_card,1,67.13
84a7061cdc4f24ab1aa024c9bd595b6f,1,credit_card,1,67.22
cc2462dfe3164edb93bf14003c301c3a,1,credit_card,6,185.94
9c6dd0d5cafca153761250014cfbc320,1,credit_card,1,115.35
caa54c0c98a40fedc7ee2dfbae713846,1,credit_card,8,840.82
54359cee0d9645cef070695ce5539d7c,1,credit_card,1,51.41
5fe9874b96028c851e35c1c28aede4c2,1,credit_card,3,167.77
8571f5b695cac36f5124691c0e102b41,1,credit_card,1,69.33
21f27570ef536f54c3f27f4c9e9c9709,1,credit_card,2,211.6
dda0996054bec18cafa1ede0d62dd3cb,1,boleto,1,406.95
1488ee1c0dc7439e64d5df80ae9f6089,1,credit_card,3,132.47
8e0aba4e9cd80e71b2cec14e22df868b,1,credit_card,4,137.0
9ea091924b1229de50a0ab7dc63a797c,1,credit_card,1,36.87
d4360753aff7fa8fe8a6e83c65179c00,1,credit_card,1,72.66
673242a6057d4287cb24379d405cf5ac,1,credit_card,10,115.3
f59af974d2e7a5dcdb1aabdefd024c2b,1,boleto,1,28.17
2372e039a79fcd32009462cf86c2616f,1,credit_card,8,151.7
d5f7fa751e79c6327ae63759c262813a,1,credit_card,5,147.07
6fe56ea74b5cf6242766596550cd2d0c,1,credit_card,6,137.28
629a524cbbd0a42a04f87ad39648d4ca,1,credit_card,3,194.78
946f9c80195609dbdd3258b549d8fe16,1,credit_card,3,195.43
78376bf275535930db73f00a985ef199,1,credit_card,1,186.56
69644a0087c6fefeb4f90eeadc03e80e,1,credit_card,3,99.58
541bb2ccd254b84fbaabf01e82324cb0,1,credit_card,8,105.29
4662119a5b84b9a8bf3b4c50e8c868dd,1,credit_card,8,378.05
1bc50e93f3ab76ab6677faad4dd5216b,1,boleto,1,47.84
444ebbf5602b5acdad22e0b4a9951bda,1,credit_card,3,372.72
9d43eaf1f72a6d200577517c4e4265e0,1,credit_card,2,155.73
3fa59277573f0fe06ece044ebec2eb02,1,boleto,1,91.05
be16956e185d1e4f58a8443b3fa7b7d6,1,credit_card,5,57.77
3311b1573fa138150d43e80f46c7d1cb,1,credit_card,1,117.46
9bc5cf55f8c2f895c92856ca5a179139,1,debit_card,1,92.3
ee0db22a8e742b752914016708470ec8,1,credit_card,4,167.82
6120dca54b9adfd072f8fd9574161063,1,boleto,1,137.57
4af95e06a7850779479ce55a62000dac,1,boleto,1,73.8
eb752d7dd31fae34db80457d17e72ad0,1,credit_card,1,50.26
fe3c6e4834730e9f8d50983b1a47a13a,1,credit_card,5,55.55
d32ec519c65a1661bb50020bda09194f,1,credit_card,1,152.44
3d3b7c4f5d2e07cd4015a956e164a9bc,1,credit_card,1,205.19
fb5ea894786347722a854ef8fbad3e78,1,credit_card,4,71.44
3486059e0a7914ff9133784944751b3e,1,credit_card,3,126.19
c152d21bf4fc58f89b8644af56cdc116,1,boleto,1,162.55
da5839ce50528e73a7b48bd91613d715,1,boleto,1,178.0
f7254acdb2c708372182c21f4ef3af88,1,boleto,1,102.74
cf1bc456a0d5c63bb6c94d3b8b2c56e7,1,boleto,1,71.27
989771e34a670ec77e1f406c05ce66b2,1,credit_card,4,163.03
0cafd6a7576a6aae0f891008a87f1546,1,credit_card,1,10.9
1349bbe7ded8d9342526c249d9e6ceb6,1,credit_card,1,39.26
bd4ce88d696959198a72416bd32be0ca,1,credit_card,2,134.49
d0317266c850466c6599360d6c376200,1,credit_card,3,186.9
769c9e627636f4041274ad3cf6b94fd3,1,credit_card,1,39.09
58ecdd5dee96d19e30c67a29cae63e4d,1,boleto,1,105.28
7c5cfb19cd59e93d54d251302ac8268c,1,credit_card,1,54.01
7b4da8a23b304605ffac1da44f1e7017,1,boleto,1,110.26
8fc207e94fa91a7649c5a5dab690272a,1,credit_card,5,135.51
d912af00829984e706d3907a63594e9f,1,credit_card,3,69.73
a8c17d4b336d73e8162c709bc88b7c18,1,credit_card,4,135.64
17f6265814025fb8df1b31db1d8545e2,1,credit_card,1,42.67
f58228001d45c09c8447ef1f2fa6a2df,1,credit_card,1,15.43
e880c960b083af6aae64e809acf0693c,1,credit_card,2,347.7
055a2893cb600bebc05a16d06e3de36f,1,credit_card,7,76.08
6f209510f34ce1a8c89d11273039981d,1,credit_card,2,51.42
8af6e63a87680604c9bb2098f866505b,1,boleto,1,82.55
25db8af390f9984ee0af317b5239af35,1,boleto,1,114.68
70498ad5af42884a122355352f008c14,2,credit_card,1,239.39
46e8348ff73e64f24843a7d2fad9fcfd,1,credit_card,10,840.26
357577189f4230e0d5fcda6ba4b8dec8,1,credit_card,5,239.54
5f5d440ddcc70a0ba6f17804435ec791,1,credit_card,1,302.62
087c44ddc65697d4a3a2af9234c5a22b,1,credit_card,1,66.25
cdc8fc8cc642886abe16af26b0781daf,1,credit_card,10,110.61
323d6a7119864c4c95a2a27b45e89b6c,1,credit_card,1,38.68
29acb175de2a4da2b456200329d0f5ca,1,credit_card,1,171.0
263c5916eca59eff23f65a1cab611380,1,credit_card,2,98.82
40ff15fd1f4a802dd323bd89a6967b5c,1,credit_card,2,45.39
